acc,entry,HPhylomeDB|P00395,EggNOG|COG0843,HOGENOM|NA,HOVERGEN|HBG003841,KO|K02256,OMA|FHGLASM,Total
Q85U71,Q85U71_EUDMI,0,0,0,1,0,0,1
Q85D31,Q85D31_GLOSE,0,0,0,1,0,0,1
Q85BK2,Q85BK2_COEHE,0,0,0,1,0,0,1
Q85CW6,Q85CW6_OPISO,0,0,0,1,0,0,1
Q85CX9,Q85CX9_SALMR,0,0,0,1,0,0,1
Q85CZ2,Q85CZ2_9TELE,0,0,0,1,0,0,1
Q85D05,Q85D05_9TELE,0,0,0,1,0,0,1
Q85D18,Q85D18_NANAR,0,0,0,1,0,0,1
Q85D44,Q85D44_GALMC,0,0,0,1,0,0,1
Q85AS0,Q85AS0_9SAUR,0,0,0,1,0,0,1
Q85D57,Q85D57_ESOLU,0,0,0,1,0,0,1
Q85D70,Q85D70_DALPE,0,0,0,1,0,0,1
Q85D83,Q85D83_LIPOC,0,0,0,1,0,0,1
Q85D96,Q85D96_ALETE,0,0,0,1,0,0,1
Q85DI1,Q85DI1_9TELE,0,0,0,1,0,0,1
Q85DW9,Q85DW9_9TELE,0,0,0,1,0,0,1
Q85AV1,Q85AV1_9SAUR,0,0,0,1,0,0,1
Q85AA8,Q85AA8_CHICK,0,0,0,1,0,0,1
Q7Y8K5,Q7Y8K5_PROCA,0,0,0,1,0,0,1
Q7YEL9,Q7YEL9_AOTTR,0,0,0,1,0,0,1
Q7YA21,Q7YA21_FEJLI,0,0,0,1,0,0,1
Q7YC40,Q7YC40_ETHRA,0,0,0,1,0,0,1
Q7YCE3,Q7YCE3_HUMAN,0,0,0,1,0,0,1
Q7YCF0,Q7YCF0_HUMAN,0,0,0,1,0,0,1
Q7YD96,Q7YD96_ECHTE,0,0,0,1,0,0,1
Q7YEF5,Q7YEF5_HUMAN,0,0,0,1,0,0,1
Q7YGU9,Q7YGU9_SPHPU,0,0,0,1,0,0,1
Q85A89,Q85A89_BRABE,0,0,0,1,0,0,1
Q819N3,Q819N3_BACCR,0,1,0,0,0,0,1
Q81HT4,Q81HT4_BACCR,0,1,0,0,0,0,1
Q828X4,COX1B_STRAW,0,1,0,0,0,0,1
Q82AK9,COX1A_STRAW,0,1,0,0,0,0,1
Q83GL8,Q83GL8_TROWT,0,1,0,0,0,0,1
Q83NH2,Q83NH2_TROW8,0,1,0,0,0,0,1
Q85DY2,Q85DY2_CHACN,0,0,0,1,0,0,1
Q85DZ5,Q85DZ5_APTAL,0,0,0,1,0,0,1
Q85E08,Q85E08_9TELE,0,0,0,1,0,0,1
Q85Q37,Q85Q37_COERA,0,0,0,1,0,0,1
Q85FC4,Q85FC4_9GALL,0,0,0,1,0,0,1
Q85FC5,Q85FC5_MEGRE,0,0,0,1,0,0,1
Q85J34,Q85J34_CERNY,0,0,0,1,0,0,1
Q85Q34,Q85Q34_NATNA,0,0,0,1,0,0,1
Q85Q35,Q85Q35_BOAFU,0,0,0,1,0,0,1
Q85Q36,Q85Q36_COERA,0,0,0,1,0,0,1
Q85Q38,Q85Q38_9SAUR,0,0,0,1,0,0,1
Q85E21,Q85E21_CHAMA,0,0,0,1,0,0,1
Q85Q39,Q85Q39_9SAUR,0,0,0,1,0,0,1
Q85Q40,Q85Q40_9SAUR,0,0,0,1,0,0,1
Q85Q41,Q85Q41_9SAUR,0,0,0,1,0,0,1
Q85QA3,COX1_CANGA,0,0,0,0,1,0,1
Q85RW2,Q85RW2_MUNCR,0,0,0,1,0,0,1
Q85RX5,Q85RX5_MUNMU,0,0,0,1,0,0,1
Q85FC3,Q85FC3_9GALL,0,0,0,1,0,0,1
Q85FC2,Q85FC2_CRABL,0,0,0,1,0,0,1
Q85FC1,Q85FC1_9GALL,0,0,0,1,0,0,1
Q85FC0,Q85FC0_9GALL,0,0,0,1,0,0,1
Q85FB9,Q85FB9_OREDE,0,0,0,1,0,0,1
Q85FB8,Q85FB8_9GALL,0,0,0,1,0,0,1
Q85FB7,Q85FB7_PAUPA,0,0,0,1,0,0,1
Q85FB6,Q85FB6_9GALL,0,0,0,1,0,0,1
Q85FB5,Q85FB5_9GALL,0,0,0,1,0,0,1
Q85FB4,Q85FB4_PIPJA,0,0,0,1,0,0,1
Q85EG2,Q85EG2_9AVES,0,0,0,1,0,0,1
Q85EG1,Q85EG1_CHATO,0,0,0,1,0,0,1
Q85E84,Q85E84_9TELE,0,0,0,1,0,0,1
Q85E71,Q85E71_9TELE,0,0,0,1,0,0,1
Q85E58,Q85E58_LEFEC,0,0,0,1,0,0,1
Q85E45,Q85E45_PSETK,0,0,0,1,0,0,1
Q85E33,Q85E33_PHEIT,0,0,0,1,0,0,1
Q7Y8V6,Q7Y8V6_ANDDA,0,0,0,1,0,0,1
Q7Y8J2,Q7Y8J2_CHRAS,0,0,0,1,0,0,1
Q70RW0,Q70RW0_BERBI,0,0,0,1,0,0,1
Q764Q8,Q764Q8_CERNY,0,0,0,1,0,0,1
Q72JK2,Q72JK2_THET2,0,1,0,0,0,0,1
Q732C4,Q732C4_BACC1,0,1,0,0,0,0,1
Q73DE1,Q73DE1_BACC1,0,1,0,0,0,0,1
Q73VC3,COX1_MYCPA,0,1,0,0,0,0,1
Q75UF7,Q75UF7_CARC0,0,0,0,1,0,0,1
Q75VN0,Q75VN0_PAGAU,0,0,0,1,0,0,1
Q76FA3,Q76FA3_AUXTH,0,0,0,1,0,0,1
Q72B23,Q72B23_DESVH,0,1,0,0,0,0,1
Q76FP7,Q76FP7_9ASCI,0,0,0,1,0,0,1
Q76FP8,Q76FP8_9ASCI,0,0,0,1,0,0,1
Q76FP9,Q76FP9_STYPL,0,0,0,1,0,0,1
Q76FQ0,Q76FQ0_9ASCI,0,0,0,1,0,0,1
Q76FQ1,Q76FQ1_9ASCI,0,0,0,1,0,0,1
Q76G47,Q76G47_AUXRO,0,0,0,1,0,0,1
Q72H24,Q72H24_THET2,0,1,0,0,0,0,1
Q725F5,Q725F5_LISMF,0,1,0,0,0,0,1
Q7Y8H9,Q7Y8H9_9EUTH,0,0,0,1,0,0,1
Q70UU5,Q70UU5_OCHPR,0,0,0,1,0,0,1
Q70RX3,Q70RX3_HYPAP,0,0,0,1,0,0,1
Q70RY6,Q70RY6_KOGBR,0,0,0,1,0,0,1
Q70RZ9,Q70RZ9_BALAC,0,0,0,1,0,0,1
Q70S12,Q70S12_ESCRO,0,0,0,1,0,0,1
Q70S25,Q70S25_CAPMR,0,0,0,1,0,0,1
Q70S38,Q70S38_BALMY,0,0,0,1,0,0,1
Q70XF7,Q70XF7_DROGL,0,0,0,1,0,0,1
Q71RV1,Q71RV1_ACIJB,0,0,0,1,0,0,1
Q70XH0,Q70XH0_THYEL,0,0,0,1,0,0,1
Q70XI3,Q70XI3_CAEFU,0,0,0,1,0,0,1
Q70XJ6,Q70XJ6_RHYRA,0,0,0,1,0,0,1
Q70YN3,Q70YN3_MOUSE,0,0,0,1,0,0,1
Q710S0,Q710S0_SPAEH,0,0,0,1,0,0,1
Q710T3,Q710T3_JACJA,0,0,0,1,0,0,1
Q76HH1,Q76HH1_THUAA,0,0,0,1,0,0,1
Q76HI4,Q76HI4_KATPE,0,0,0,1,0,0,1
Q76L16,Q76L16_CHICK,0,0,0,1,0,0,1
Q7VRH3,Q7VRH3_BLOFL,0,1,0,0,0,0,1
Q7MDC1,Q7MDC1_VIBVY,0,1,0,0,0,0,1
Q7RRF1,Q7RRF1_PLAYO,0,0,0,0,1,0,1
Q7U547,Q7U547_SYNPX,0,1,0,0,0,0,1
Q7U612,Q7U612_SYNPX,0,1,0,0,0,0,1
Q7V2N0,Q7V2N0_PROMP,0,1,0,0,0,0,1
Q7V635,Q7V635_PROMM,0,1,0,0,0,0,1
Q7VT14,Q7VT14_BORPE,0,0,0,0,0,1,1
Q76MA3,Q76MA3_9TELE,0,0,0,1,0,0,1
Q7Y6P7,Q7Y6P7_THUTH,0,0,0,1,0,0,1
Q7Y6V6,Q7Y6V6_HUMAN,0,0,0,1,0,0,1
Q7Y7K9,Q7Y7K9_HUMAN,0,0,0,1,0,0,1
Q7Y8E0,Q7Y8E0_UROTA,0,0,0,1,0,0,1
Q7Y8F3,Q7Y8F3_MOGWO,0,0,0,1,0,0,1
Q7Y8G6,Q7Y8G6_HEMAU,0,0,0,1,0,0,1
Q7JE01,Q7JE01_CICBO,0,0,0,1,0,0,1
Q7JAT4,Q7JAT4_BOVIN,0,0,0,1,0,0,1
Q7JAI6,Q7JAI6_ORYSJ,0,0,0,0,1,0,1
Q7J3X6,Q7J3X6_OPIHO,0,0,0,1,0,0,1
Q7IYM3,Q7IYM3_SALFO,0,0,0,1,0,0,1
Q7IEJ5,Q7IEJ5_CASCA,0,0,0,1,0,0,1
Q7I5M3,Q7I5M3_RHIMO,0,0,0,1,0,0,1
Q7HP04,Q7HP04_PLAF7,0,0,0,0,1,0,1
Q7HJM3,Q7HJM3_BETVU,0,0,0,0,1,0,1
Q7GEN7,COX1_HYLLA,0,0,0,1,0,0,1
Q7A699,QOX1_STAAN,0,1,0,0,0,0,1
Q7A182,QOX1_STAAW,0,1,0,0,0,0,1
Q79VD7,COX1_CORGL,0,1,0,0,0,0,1
Q76MN5,Q76MN5_9TELE,0,0,0,1,0,0,1
Q76MG9,Q76MG9_9TELE,0,0,0,1,0,0,1
Q76MC6,Q76MC6_9TELE,0,0,0,1,0,0,1
Q76MC5,Q76MC5_9TELE,0,0,0,1,0,0,1
Q68MR9,Q68MR9_CISPA,0,0,0,1,0,0,1
Q68MR7,Q68MR7_CIRCY,0,0,0,1,0,0,1
Q68MR6,Q68MR6_STRVA,0,0,0,1,0,0,1
Q5D6F9,Q5D6F9_9NEOB,0,0,0,1,0,0,1
Q5BNJ7,Q5BNJ7_9PICI,0,0,0,1,0,0,1
Q5BNJ8,Q5BNJ8_9PICI,0,0,0,1,0,0,1
Q5BNJ9,Q5BNJ9_9PICI,0,0,0,1,0,0,1
Q5BU83,Q5BU83_COLGU,0,0,0,1,0,0,1
Q5BU96,Q5BU96_TRAOB,0,0,0,1,0,0,1
Q5CD63,Q5CD63_9SAUR,0,0,0,1,0,0,1
Q5DTE1,Q5DTE1_LATME,0,0,0,1,0,0,1
Q5BNJ5,Q5BNJ5_9PICI,0,0,0,1,0,0,1
Q5EIH3,Q5EIH3_9TELE,0,0,0,1,0,0,1
Q5EXC4,Q5EXC4_AMBCA,0,0,0,1,0,0,1
Q5EXD7,Q5EXD7_9SALA,0,0,0,1,0,0,1
Q5EXF0,Q5EXF0_9SALA,0,0,0,1,0,0,1
Q5EXG3,Q5EXG3_AMBTI,0,0,0,1,0,0,1
Q5EXH6,Q5EXH6_AMBME,0,0,0,1,0,0,1
Q5BNJ6,Q5BNJ6_9PICI,0,0,0,1,0,0,1
Q5BNJ4,Q5BNJ4_9PICI,0,0,0,1,0,0,1
Q599B4,Q599B4_BALBR,0,0,0,1,0,0,1
Q5BNI5,Q5BNI5_9PICI,0,0,0,1,0,0,1
Q599F3,Q599F3_BALBN,0,0,0,1,0,0,1
Q5BNI0,Q5BNI0_9PICI,0,0,0,1,0,0,1
Q5BNI1,Q5BNI1_9PICI,0,0,0,1,0,0,1
Q5BNI2,Q5BNI2_9PICI,0,0,0,1,0,0,1
Q5BNI3,Q5BNI3_9PICI,0,0,0,1,0,0,1
Q5BNI4,Q5BNI4_9PICI,0,0,0,1,0,0,1
Q5BNI6,Q5BNI6_9PICI,0,0,0,1,0,0,1
Q5BNJ3,Q5BNJ3_9PICI,0,0,0,1,0,0,1
Q5BNI7,Q5BNI7_9PICI,0,0,0,1,0,0,1
Q5BNI8,Q5BNI8_9PICI,0,0,0,1,0,0,1
Q5BNI9,Q5BNI9_9PICI,0,0,0,1,0,0,1
Q5BNJ0,Q5BNJ0_9PICI,0,0,0,1,0,0,1
Q5BNJ1,Q5BNJ1_9PICI,0,0,0,1,0,0,1
Q5BNJ2,Q5BNJ2_9PICI,0,0,0,1,0,0,1
Q5FGC4,Q5FGC4_EHRRG,0,1,0,0,0,0,1
Q5FX48,Q5FX48_ONCCL,0,0,0,1,0,0,1
Q5G7X6,Q5G7X6_CRORS,0,0,0,1,0,0,1
Q5N6F1,Q5N6F1_ANGMO,0,0,0,1,0,0,1
Q5N1X3,Q5N1X3_SYNP6,0,1,0,0,0,0,1
Q5N686,Q5N686_ANGRO,0,0,0,1,0,0,1
Q5N699,Q5N699_ANGRE,0,0,0,1,0,0,1
Q5N6B2,Q5N6B2_9TELE,0,0,0,1,0,0,1
Q5N6C5,Q5N6C5_9TELE,0,0,0,1,0,0,1
Q5N6D8,Q5N6D8_9TELE,0,0,0,1,0,0,1
Q5N6G4,Q5N6G4_9TELE,0,0,0,1,0,0,1
Q5G7Y9,Q5G7Y9_CRORS,0,0,0,1,0,0,1
Q5N6H7,Q5N6H7_ANGMA,0,0,0,1,0,0,1
Q5N6J0,Q5N6J0_ANGIN,0,0,0,1,0,0,1
Q5N6K3,Q5N6K3_ANGDI,0,0,0,1,0,0,1
Q5N6L6,Q5N6L6_9TELE,0,0,0,1,0,0,1
Q5N6M9,Q5N6M9_9TELE,0,0,0,1,0,0,1
Q5N6P2,Q5N6P2_9TELE,0,0,0,1,0,0,1
Q5MQQ7,Q5MQQ7_ALYOB,0,0,0,1,0,0,1
Q5MQP4,Q5MQP4_BOMOR,0,0,0,1,0,0,1
Q5MQN1,Q5MQN1_9ANUR,0,0,0,1,0,0,1
Q5KT37,Q5KT37_DOLNA,0,0,0,1,0,0,1
Q5J682,Q5J682_9PASE,0,0,0,1,0,0,1
Q5J672,Q5J672_9PASE,0,0,0,1,0,0,1
Q5I1A1,Q5I1A1_HERJA,0,0,0,1,0,0,1
Q5HQB0,QOX1_STAEQ,0,1,0,0,0,0,1
Q5HH24,QOX1_STAAC,0,1,0,0,0,0,1
Q5GSX8,Q5GSX8_WOLTR,0,1,0,0,0,0,1
Q5GMF5,Q5GMF5_9TELE,0,0,0,1,0,0,1
Q5GME2,Q5GME2_9TELE,0,0,0,1,0,0,1
Q5GMC9,Q5GMC9_9TELE,0,0,0,1,0,0,1
Q5GMB6,Q5GMB6_9TELE,0,0,0,1,0,0,1
Q5GM97,Q5GM97_9TELE,0,0,0,1,0,0,1
Q5GM82,Q5GM82_9TELE,0,0,0,1,0,0,1
Q5GA82,Q5GA82_MUSMM,0,0,0,1,0,0,1
Q599E0,Q599E0_MEGNO,0,0,0,1,0,0,1
Q599A1,COX1_BALBO,0,0,0,1,0,0,1
Q68MQ8,Q68MQ8_LARMA,0,0,0,1,0,0,1
Q50HL2,Q50HL2_GAVST,0,0,0,1,0,0,1
Q4ZGH8,Q4ZGH8_BRACA,0,0,0,1,0,0,1
Q4ZXC6,Q4ZXC6_PSEU2,0,1,0,0,0,0,1
Q506L7,Q506L7_9TELE,0,0,0,1,0,0,1
Q50DK8,Q50DK8_CHLAE,0,0,0,1,0,0,1
Q50ET9,Q50ET9_9SAUR,0,0,0,1,0,0,1
Q50HK3,Q50HK3_LARDO,0,0,0,1,0,0,1
Q53U49,Q53U49_CERNI,0,0,0,1,0,0,1
Q4ZF72,Q4ZF72_HUMAN,0,0,0,1,0,0,1
Q57EP9,Q57EP9_BRUAB,0,0,0,0,0,1,1
Q587N0,Q587N0_CERNY,0,0,0,1,0,0,1
Q588F1,Q588F1_BRALA,0,0,0,1,0,0,1
Q58F66,Q58F66_MYSTU,0,0,0,1,0,0,1
Q58F79,Q58F79_CHODI,0,0,0,1,0,0,1
Q58F92,Q58F92_BRAVA,0,0,0,1,0,0,1
Q4ZGF5,Q4ZGF5_9TELE,0,0,0,1,0,0,1
Q4XZG5,Q4XZG5_PLACH,0,0,0,0,1,0,1
Q598W2,Q598W2_EUBAS,0,0,0,1,0,0,1
Q4UJ69,COX1_THEAN,0,1,0,0,0,0,1
Q4L2C2,Q4L2C2_9AVES,0,0,0,1,0,0,1
Q4L2D5,Q4L2D5_9AVES,0,0,0,1,0,0,1
Q4L564,QOX1_STAHJ,0,1,0,0,0,0,1
Q4QYB4,Q4QYB4_OKAKE,0,0,0,1,0,0,1
Q4R1D7,Q4R1D7_CERNI,0,0,0,1,0,0,1
Q4U1E0,Q4U1E0_9TELE,0,0,0,1,0,0,1
Q4ULU5,COX1_RICFE,0,1,0,0,0,0,1
Q4XXN6,Q4XXN6_PLACH,0,0,0,0,1,0,1
Q4UPS9,Q4UPS9_XANC8,0,1,0,0,0,0,1
Q4US44,Q4US44_XANC8,0,1,0,0,0,0,1
Q4VFI9,Q4VFI9_HUMAN,0,0,0,1,0,0,1
Q4VJ25,Q4VJ25_9SAUR,0,0,0,1,0,0,1
Q4W6H2,Q4W6H2_RHASC,0,0,0,1,0,0,1
Q4XDQ5,Q4XDQ5_PLACH,0,0,0,0,1,0,1
Q58FB5,Q58FB5_BOMOR,0,0,0,1,0,0,1
Q58ID4,Q58ID4_9PICI,0,0,0,1,0,0,1
Q58J07,Q58J07_9PICI,0,0,0,1,0,0,1
Q58L53,Q58L53_9PICI,0,0,0,1,0,0,1
Q58L47,Q58L47_MELER,0,0,0,1,0,0,1
Q58L48,Q58L48_9PICI,0,0,0,1,0,0,1
Q58L49,Q58L49_9PICI,0,0,0,1,0,0,1
Q58L50,Q58L50_9PICI,0,0,0,1,0,0,1
Q58L51,Q58L51_9PICI,0,0,0,1,0,0,1
Q58L52,Q58L52_9PICI,0,0,0,1,0,0,1
Q58L54,Q58L54_9PICI,0,0,0,1,0,0,1
Q58J09,Q58J09_SPHVA,0,0,0,1,0,0,1
Q58L55,Q58L55_CELFV,0,0,0,1,0,0,1
Q58L56,Q58L56_CELEE,0,0,0,1,0,0,1
Q58L57,Q58L57_9PICI,0,0,0,1,0,0,1
Q58QD1,Q58QD1_9TELE,0,0,0,1,0,0,1
Q598T6,Q598T6_CAPMR,0,0,0,1,0,0,1
Q598U9,Q598U9_EUBJA,0,0,0,1,0,0,1
Q58L46,Q58L46_9PICI,0,0,0,1,0,0,1
Q58L45,Q58L45_9PICI,0,0,0,1,0,0,1
Q58L44,Q58L44_9PICI,0,0,0,1,0,0,1
Q58L43,Q58L43_PICCA,0,0,0,1,0,0,1
Q58L42,Q58L42_9PICI,0,0,0,1,0,0,1
Q58L41,Q58L41_9PICI,0,0,0,1,0,0,1
Q58L40,Q58L40_9PICI,0,0,0,1,0,0,1
Q58L39,Q58L39_9PICI,0,0,0,1,0,0,1
Q58L38,Q58L38_9PICI,0,0,0,1,0,0,1
Q58J18,Q58J18_9PICI,0,0,0,1,0,0,1
Q58J17,Q58J17_9PICI,0,0,0,1,0,0,1
Q58J16,Q58J16_9PICI,0,0,0,1,0,0,1
Q58J14,Q58J14_MELCR,0,0,0,1,0,0,1
Q58J13,Q58J13_PICAL,0,0,0,1,0,0,1
Q58J12,Q58J12_9PICI,0,0,0,1,0,0,1
Q58J11,Q58J11_COLRB,0,0,0,1,0,0,1
Q58J10,Q58J10_LEUVI,0,0,0,1,0,0,1
Q5N6Q5,Q5N6Q5_9TELE,0,0,0,1,0,0,1
Q5N6R8,Q5N6R8_ANGAU,0,0,0,1,0,0,1
Q5N6T1,Q5N6T1_ANGAU,0,0,0,1,0,0,1
Q679J5,Q679J5_OTABY,0,0,0,1,0,0,1
Q66SV8,Q66SV8_AMPSC,0,0,0,1,0,0,1
Q66SX6,Q66SX6_DIPZA,0,0,0,1,0,0,1
Q66SZ4,Q66SZ4_RHIFL,0,0,0,1,0,0,1
Q679J2,Q679J2_NEOVI,0,0,0,1,0,0,1
Q679J3,Q679J3_GULGU,0,0,0,1,0,0,1
Q679J4,Q679J4_ARCAU,0,0,0,1,0,0,1
Q679J6,Q679J6_9CARN,0,0,0,1,0,0,1
Q66SS0,Q66SS0_9SAUR,0,0,0,1,0,0,1
Q679J7,Q679J7_PHOLR,0,0,0,1,0,0,1
Q679J8,Q679J8_PHOHI,0,0,0,1,0,0,1
Q679J9,Q679J9_PAGGO,0,0,0,1,0,0,1
Q679K0,Q679K0_CYSCR,0,0,0,1,0,0,1
Q679K1,Q679K1_ERIBA,0,0,0,1,0,0,1
Q679K2,Q679K2_MONMN,0,0,0,1,0,0,1
Q66ST9,Q66ST9_GEOAC,0,0,0,1,0,0,1
Q66SQ2,Q66SQ2_9SAUR,0,0,0,1,0,0,1
Q5N6U4,Q5N6U4_ANGAN,0,0,0,1,0,0,1
Q64JR9,Q64JR9_RHIBI,0,0,0,1,0,0,1
Q645D4,Q645D4_9SALA,0,0,0,1,0,0,1
Q645E7,Q645E7_9SALA,0,0,0,1,0,0,1
Q645G0,Q645G0_9SALA,0,0,0,1,0,0,1
Q64HW9,Q64HW9_BIPCA,0,0,0,1,0,0,1
Q64JP3,Q64JP3_9AMPH,0,0,0,1,0,0,1
Q64JQ6,Q64JQ6_SCOVT,0,0,0,1,0,0,1
Q64JT2,Q64JT2_ICHGL,0,0,0,1,0,0,1
Q66SN2,Q66SN2_9SAUR,0,0,0,1,0,0,1
Q64JU5,Q64JU5_GEGRA,0,0,0,1,0,0,1
Q65DL2,Q65DL2_BACLD,0,1,0,0,0,0,1
Q65K11,Q65K11_BACLD,0,1,0,0,0,0,1
Q66SD6,Q66SD6_BIPCA,0,0,0,1,0,0,1
Q66SJ3,Q66SJ3_BIPBI,0,0,0,1,0,0,1
Q66SL2,Q66SL2_BIPBI,0,0,0,1,0,0,1
Q679K3,Q679K3_MONSC,0,0,0,1,0,0,1
Q679K4,Q679K4_MIRLE,0,0,0,1,0,0,1
Q679K5,Q679K5_MIRAN,0,0,0,1,0,0,1
Q68MJ7,Q68MJ7_PSIFL,0,0,0,1,0,0,1
Q68MG6,Q68MG6_STUMA,0,0,0,1,0,0,1
Q68MG7,Q68MG7_PARNO,0,0,0,1,0,0,1
Q68MI6,Q68MI6_AEGFU,0,0,0,1,0,0,1
Q68MI7,Q68MI7_PANHA,0,0,0,1,0,0,1
Q68MI8,Q68MI8_AEGFU,0,0,0,1,0,0,1
Q68MI9,Q68MI9_POEHU,0,0,0,1,0,0,1
Q68MJ9,Q68MJ9_BUBSC,0,0,0,1,0,0,1
Q679K7,Q679K7_LEPWE,0,0,0,1,0,0,1
Q68ML5,Q68ML5_OPOPH,0,0,0,1,0,0,1
Q68MM9,Q68MM9_DENCO,0,0,0,1,0,0,1
Q68MN1,Q68MN1_BUBID,0,0,0,1,0,0,1
Q68MN3,Q68MN3_CORCF,0,0,0,1,0,0,1
Q68MN7,Q68MN7_DENPE,0,0,0,1,0,0,1
Q68MQ7,Q68MQ7_CIRCY,0,0,0,1,0,0,1
Q68MG3,Q68MG3_MEGAS,0,0,0,1,0,0,1
Q68MG1,Q68MG1_PICHU,0,0,0,1,0,0,1
Q68MF3,Q68MF3_ANTCR,0,0,0,1,0,0,1
Q68ME8,Q68ME8_HALLE,0,0,0,1,0,0,1
Q68ME5,Q68ME5_PARNO,0,0,0,1,0,0,1
Q68ME3,Q68ME3_SURUL,0,0,0,1,0,0,1
Q68MD6,Q68MD6_MELLN,0,0,0,1,0,0,1
Q68MC1,Q68MC1_MEGAL,0,0,0,1,0,0,1
Q68MC0,Q68MC0_ZONLE,0,0,0,1,0,0,1
Q68MB4,Q68MB4_SOMMO,0,0,0,1,0,0,1
Q68MA5,Q68MA5_VIRGI,0,0,0,1,0,0,1
Q68GD8,Q68GD8_BUBBU,0,0,0,1,0,0,1
Q68GB1,Q68GB1_9TELE,0,0,0,1,0,0,1
Q679L3,Q679L3_LOBCR,0,0,0,1,0,0,1
Q679L1,Q679L1_OMMRO,0,0,0,1,0,0,1
Q679L0,Q679L0_HYDLE,0,0,0,1,0,0,1
Q679K9,Q679K9_HYDLE,0,0,0,1,0,0,1
Q645C1,Q645C1_9SALA,0,0,0,1,0,0,1
Q645A8,Q645A8_9SALA,0,0,0,1,0,0,1
Q644Z5,Q644Z5_9SALA,0,0,0,1,0,0,1
Q5VCE0,Q5VCE0_MYXAS,0,0,0,1,0,0,1
Q5TMC9,Q5TMC9_9BRAN,0,0,0,1,0,0,1
Q5TME2,Q5TME2_9BRAN,0,0,0,1,0,0,1
Q5U9P1,Q5U9P1_9TELE,0,0,0,1,0,0,1
Q5V018,Q5V018_HALMA,0,1,0,0,0,0,1
Q5V2Z7,Q5V2Z7_HALMA,0,1,0,0,0,0,1
Q5V3P4,Q5V3P4_HALMA,0,1,0,0,0,0,1
Q5VHD5,Q5VHD5_9NEOB,0,0,0,1,0,0,1
Q5WA42,Q5WA42_SCOSC,0,0,0,1,0,0,1
Q5VHE8,Q5VHE8_9SALA,0,0,0,1,0,0,1
Q5VHG1,Q5VHG1_MICHE,0,0,0,1,0,0,1
Q5VHH4,Q5VHH4_KALPU,0,0,0,1,0,0,1
Q5VHI7,Q5VHI7_ICHBA,0,0,0,1,0,0,1
Q5VHK0,Q5VHK0_HYLCI,0,0,0,1,0,0,1
Q5VHL3,Q5VHL3_DUTME,0,0,0,1,0,0,1
Q5SJ79,COX1_THET8,0,1,0,0,0,0,1
Q5S9T0,Q5S9T0_HUMAN,0,0,0,1,0,0,1
Q5R2T3,Q5R2T3_TRATR,0,0,0,1,0,0,1
Q5QSA3,Q5QSA3_METNU,0,0,0,1,0,0,1
Q5QS90,Q5QS90_SMIDO,0,0,0,1,0,0,1
Q5QS77,Q5QS77_TARRO,0,0,0,1,0,0,1
Q5QS64,Q5QS64_PHATA,0,0,0,1,0,0,1
Q5QS51,Q5QS51_PSEPE,0,0,0,1,0,0,1
Q5QS38,Q5QS38_MACLA,0,0,0,1,0,0,1
Q5QS25,Q5QS25_PERGU,0,0,0,1,0,0,1
Q5QS12,Q5QS12_POTTR,0,0,0,1,0,0,1
Q5QRZ9,Q5QRZ9_NOTTY,0,0,0,1,0,0,1
Q5P901,Q5P901_AROAE,0,1,0,0,0,0,1
Q5P2F1,Q5P2F1_AROAE,0,1,0,0,0,0,1
Q5P1W5,Q5P1W5_AROAE,0,1,0,0,0,0,1
Q5P1W4,Q5P1W4_AROAE,0,1,0,0,0,0,1
Q5NUN5,Q5NUN5_CARAU,0,0,0,1,0,0,1
Q5VHM6,Q5VHM6_9ANUR,0,0,0,1,0,0,1
Q5WFD3,Q5WFD3_BACSK,0,1,0,0,0,0,1
Q644Y2,Q644Y2_AMBLA,0,0,0,1,0,0,1
Q644M7,Q644M7_9SALA,0,0,0,1,0,0,1
Q644F0,Q644F0_9SALA,0,0,0,1,0,0,1
Q644G3,Q644G3_9SALA,0,0,0,1,0,0,1
Q644H6,Q644H6_9SALA,0,0,0,1,0,0,1
Q644I9,Q644I9_9SALA,0,0,0,1,0,0,1
Q644K2,Q644K2_BATAT,0,0,0,1,0,0,1
Q644L5,Q644L5_9SALA,0,0,0,1,0,0,1
Q644P1,Q644P1_9SALA,0,0,0,1,0,0,1
Q5WG34,Q5WG34_BACSK,0,1,0,0,0,0,1
Q644Q4,Q644Q4_9SALA,0,0,0,1,0,0,1
Q644R7,Q644R7_9SALA,0,0,0,1,0,0,1
Q644T0,Q644T0_9SALA,0,0,0,1,0,0,1
Q644U3,Q644U3_BATWR,0,0,0,1,0,0,1
Q644V6,Q644V6_9SALA,0,0,0,1,0,0,1
Q644W9,Q644W9_9SALA,0,0,0,1,0,0,1
Q644D7,Q644D7_9SALA,0,0,0,1,0,0,1
Q644C4,Q644C4_9SALA,0,0,0,1,0,0,1
Q644B1,Q644B1_9SALA,0,0,0,1,0,0,1
Q63FU3,Q63FU3_BACCZ,0,1,0,0,0,0,1
Q635Y3,Q635Y3_BACCZ,0,1,0,0,0,0,1
Q5ZNA8,Q5ZNA8_ZAGBR,0,0,0,1,0,0,1
Q5Z5P0,Q5Z5P0_NUMME,0,0,0,1,0,0,1
Q5Z430,Q5Z430_9LABR,0,0,0,1,0,0,1
Q5Z0K2,COX1B_NOCFA,0,1,0,0,0,0,1
